id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
534,A Tensor-Based Probabilistic Event Calculus.,kr,2025,"Efthimis Tsilionis, Alexander Artikis, Georgios Paliouras",10.24963/kr.2025/62,4,10.24963/kr.2025/62,https://openalex.org/W4415903158,Bayesian Modeling and Causal Inference,0.34389999508857727,Bayesian Modeling and Causal Inference,0.34389999508857727,Tensor decomposition and applications,0.05739999935030937,Gaussian Processes and Bayesian Inference,0.052400000393390656,Probabilistic logic,0.7901999950408936,Event calculus,0.7832000255584717,Event (particle physics),0.6930000185966492,"[{""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.34389999508857727}, {""id"": ""https://openalex.org/T12303"", ""display_name"": ""Tensor decomposition and applications"", ""score"": 0.05739999935030937}, {""id"": ""https://openalex.org/T12814"", ""display_name"": ""Gaussian Processes and Bayesian Inference"", ""score"": 0.052400000393390656}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7901999950408936}, {""id"": ""https://openalex.org/keywords/event-calculus"", ""display_name"": ""Event calculus"", ""score"": 0.7832000255584717}, {""id"": ""https://openalex.org/keywords/event"", ""display_name"": ""Event (particle physics)"", ""score"": 0.6930000185966492}]",openalex_doi
535,Pushdown Reward Machines for Reinforcement Learning.,kr,2025,"Giovanni Varricchione, Toryn Q. Klassen, Natasha Alechina, Mehdi Dastani, Brian Logan, Sheila A. McIlraith",10.24963/kr.2025/55,3,10.24963/kr.2025/55,https://openalex.org/W4415903164,Machine Learning and Algorithms,0.7046999931335449,Machine Learning and Algorithms,0.7046999931335449,Formal Methods in Verification,0.1137000024318695,Reinforcement Learning in Robotics,0.05559999868273735,Reinforcement learning,0.685699999332428,Exploit,0.545799970626831,Constant (computer programming),0.4903999865055084,"[{""id"": ""https://openalex.org/T12072"", ""display_name"": ""Machine Learning and Algorithms"", ""score"": 0.7046999931335449}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.1137000024318695}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.05559999868273735}]","[{""id"": ""https://openalex.org/keywords/reinforcement-learning"", ""display_name"": ""Reinforcement learning"", ""score"": 0.685699999332428}, {""id"": ""https://openalex.org/keywords/exploit"", ""display_name"": ""Exploit"", ""score"": 0.545799970626831}, {""id"": ""https://openalex.org/keywords/constant"", ""display_name"": ""Constant (computer programming)"", ""score"": 0.4903999865055084}]",openalex_doi
536,TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,kr,2025,"Stylianos Loukas Vasileiou, William Yeoh",https://www.semanticscholar.org/paper/5ae3dfb0a61be64577cd5c88e5529d9f7e48a65e,5,,,,,,,,,,,,,,,,,,,
537,Advances in Logic-Based Entity Resolution: Enhancing ASPEN with Local Merges and Optimality Criteria.,kr,2025,"Zhiliang Xiang, Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",10.24963/kr.2025/64,5,10.24963/kr.2025/64,https://openalex.org/W4415904753,Data Quality and Management,0.9585999846458435,Data Quality and Management,0.9585999846458435,Semantic Web and Ontologies,0.007699999958276749,Topic Modeling,0.005100000184029341,Resolution (logic),0.45509999990463257,Constant (computer programming),0.4366999864578247,Optimality criterion,0.29809999465942383,"[{""id"": ""https://openalex.org/T11719"", ""display_name"": ""Data Quality and Management"", ""score"": 0.9585999846458435}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.007699999958276749}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.005100000184029341}]","[{""id"": ""https://openalex.org/keywords/resolution"", ""display_name"": ""Resolution (logic)"", ""score"": 0.45509999990463257}, {""id"": ""https://openalex.org/keywords/constant"", ""display_name"": ""Constant (computer programming)"", ""score"": 0.4366999864578247}, {""id"": ""https://openalex.org/keywords/optimality-criterion"", ""display_name"": ""Optimality criterion"", ""score"": 0.29809999465942383}]",openalex_doi
538,An Embarrassingly Parallel Model Counter.,kr,2025,"Zhenghang Xu, Minghao Yin, Jean Marie Lagniez",10.24963/kr.2025/65,1,10.24963/kr.2025/65,https://openalex.org/W4415904746,Bayesian Modeling and Causal Inference,0.8693000078201294,Bayesian Modeling and Causal Inference,0.8693000078201294,Explainable Artificial Intelligence (XAI),0.027300000190734863,Adversarial Robustness in Machine Learning,0.018400000408291817,Embarrassingly parallel,0.9138000011444092,Scalability,0.6862000226974487,Computation,0.61080002784729,"[{""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.8693000078201294}, {""id"": ""https://openalex.org/T12026"", ""display_name"": ""Explainable Artificial Intelligence (XAI)"", ""score"": 0.027300000190734863}, {""id"": ""https://openalex.org/T11689"", ""display_name"": ""Adversarial Robustness in Machine Learning"", ""score"": 0.018400000408291817}]","[{""id"": ""https://openalex.org/keywords/embarrassingly-parallel"", ""display_name"": ""Embarrassingly parallel"", ""score"": 0.9138000011444092}, {""id"": ""https://openalex.org/keywords/scalability"", ""display_name"": ""Scalability"", ""score"": 0.6862000226974487}, {""id"": ""https://openalex.org/keywords/computation"", ""display_name"": ""Computation"", ""score"": 0.61080002784729}]",openalex_doi
539,Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,kr,2025,"Mohammad Yousefi, Johannes Schmalz, Patrik Haslum, Pascal Bercher",10.24963/kr.2025/84,2,10.24963/kr.2025/84,https://openalex.org/W4415904760,AI-based Problem Solving and Planning,0.3292999863624573,AI-based Problem Solving and Planning,0.3292999863624573,Reinforcement Learning in Robotics,0.20000000298023224,Formal Methods in Verification,0.09229999780654907,Probabilistic logic,0.7771999835968018,Sequence (biology),0.6431999802589417,Computational complexity theory,0.6049000024795532,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.3292999863624573}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.20000000298023224}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.09229999780654907}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7771999835968018}, {""id"": ""https://openalex.org/keywords/sequence"", ""display_name"": ""Sequence (biology)"", ""score"": 0.6431999802589417}, {""id"": ""https://openalex.org/keywords/computational-complexity-theory"", ""display_name"": ""Computational complexity theory"", ""score"": 0.6049000024795532}]",openalex_doi
540,Probabilistic Active Goal Recognition.,kr,2025,"Chenyuan Zhang, Cristian Rojas Cardenas, Hamid Rezatofighi, Mor Vered, Buser Say",10.24963/kr.2025/85,5,10.24963/kr.2025/85,https://openalex.org/W4415904745,AI-based Problem Solving and Planning,0.35429999232292175,AI-based Problem Solving and Planning,0.35429999232292175,Reinforcement Learning in Robotics,0.13420000672340393,"Logic, Reasoning, and Knowledge",0.1307000070810318,Probabilistic logic,0.7287999987602234,Observer (physics),0.46299999952316284,Field (mathematics),0.40540000796318054,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.35429999232292175}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.13420000672340393}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.1307000070810318}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7287999987602234}, {""id"": ""https://openalex.org/keywords/observer"", ""display_name"": ""Observer (physics)"", ""score"": 0.46299999952316284}, {""id"": ""https://openalex.org/keywords/field"", ""display_name"": ""Field (mathematics)"", ""score"": 0.40540000796318054}]",openalex_doi
541,"Proceedings of the 22nd International Conference on Principles of Knowledge Representation and Reasoning, KR 2025, Melbourne, Australia, November 1-17, 2025",kr,2025,,https://www.semanticscholar.org/paper/ac7d6ff93d69d5ef71e53c0a86ec771a44930d6d,1,,,,,,,,,,,,,,,,,,,
542,Answer Set Programming and Large Language Models interaction with YAML: Second Report.,kr,2024,"Abhiramon Rajasekharan, Yankai Zeng, Parth Padalkar, Gopal Gupta",https://www.semanticscholar.org/paper/4be8eecdb814c18c1a63c3cd4f5510d715a55e26,2,,,,,,,,,,,,,,,,,,,
543,From Infinite to Finite Traces and Back: Linear Temporal Logic in Sequential Decision Making.,kr,2024,"Luca Geatti, Alessandro Gianola, Nicola Gigante",https://www.semanticscholar.org/paper/143a0d56b555928b25918bc43562c8d48425469f,1,,,,,,,,,,,,,,,,,,,
544,Situation Calculus Temporally Lifted Abstractions for Generalized Planning - Extended Abstract.,kr,2024,"Giuseppe De Giacomo, Yves Lespérance, Matteo Mancanelli",10.1609/aaai.v39i14.33628,1,10.1609/aaai.v39i14.33628,https://openalex.org/W4409365358,AI-based Problem Solving and Planning,0.998199999332428,AI-based Problem Solving and Planning,0.998199999332428,"Logic, Reasoning, and Knowledge",0.9921000003814697,Multi-Agent Systems and Negotiation,0.9848999977111816,Calculus (dental),0.6239747405052185,Computer science,0.5718989968299866,,,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.998199999332428}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9921000003814697}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9848999977111816}]","[{""id"": ""https://openalex.org/keywords/calculus"", ""display_name"": ""Calculus (dental)"", ""score"": 0.6239747405052185}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5718989968299866}]",openalex_doi
545,Using Ontology to Analyze Sentiment of Comments on Vietnamese Social Media.,kr,2024,,https://www.semanticscholar.org/paper/f707047e2c10cf0b2593f952ba494f3bf3114a8b,5,,,,,,,,,,,,,,,,,,,
546,An Experiment with LLM in Contract Extraction.,kr,2024,,https://www.semanticscholar.org/paper/fa172c25dd08aba33a7cec87dcd6aea6b11ee76b,3,,,,,,,,,,,,,,,,,,,
547,Communication with Individuals with Disabilities and the Role of LLMs: Progress Report.,kr,2024,Amogh Khaparde,https://www.semanticscholar.org/paper/afc9d24e59482c9b7cfce9bfa12aa4d042c1834b,1,,,,,,,,,,,,,,,,,,,
548,Formal Aspects of Strategic Reasoning.,kr,2024,,https://www.semanticscholar.org/paper/dcd0a0449ead0f1e740405fe3acf2c74346a0ebf,5,,,,,,,,,,,,,,,,,,,
549,A Report on Sequential KR-Approaches as Cognitive Logic.,kr,2024,Srinivas Devadas,https://www.semanticscholar.org/paper/c9d59b88f75534cc3970ac3bb87df8e57c8822f5,2,,,,,,,,,,,,,,,,,,,
550,Advancing Interactive Explainable AI via Belief Change Theory.,kr,2024,"Antonio Rago, Maria Vanina Martinez",10.24963/kr.2024/87,5,10.24963/kr.2024/87,https://openalex.org/W4403792951,Explainable Artificial Intelligence (XAI),0.9521999955177307,Explainable Artificial Intelligence (XAI),0.9521999955177307,,,,,Computer science,0.6503759622573853,Artificial intelligence,0.4086189270019531,Human–computer interaction,0.32955312728881836,"[{""id"": ""https://openalex.org/T12026"", ""display_name"": ""Explainable Artificial Intelligence (XAI)"", ""score"": 0.9521999955177307}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6503759622573853}, {""id"": ""https://openalex.org/keywords/artificial-intelligence"", ""display_name"": ""Artificial intelligence"", ""score"": 0.4086189270019531}, {""id"": ""https://openalex.org/keywords/human–computer-interaction"", ""display_name"": ""Human–computer interaction"", ""score"": 0.32955312728881836}]",openalex_doi
551,Equilibrium Description Logics: Results on Complexity and Relations to Circumscription.,kr,2024,"Federica Di Stefano, Mantas Šimkus",10.24963/kr.2024/29,1,10.24963/kr.2024/29,https://openalex.org/W4403792847,Advanced Algebra and Logic,0.8705000281333923,Advanced Algebra and Logic,0.8705000281333923,Semantic Web and Ontologies,0.8629000186920166,"Logic, Reasoning, and Knowledge",0.758899986743927,Circumscription,0.9875921010971069,Computer science,0.5015044212341309,Artificial intelligence,0.2986751198768616,"[{""id"": ""https://openalex.org/T11727"", ""display_name"": ""Advanced Algebra and Logic"", ""score"": 0.8705000281333923}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.8629000186920166}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.758899986743927}]","[{""id"": ""https://openalex.org/keywords/circumscription"", ""display_name"": ""Circumscription"", ""score"": 0.9875921010971069}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5015044212341309}, {""id"": ""https://openalex.org/keywords/artificial-intelligence"", ""display_name"": ""Artificial intelligence"", ""score"": 0.2986751198768616}]",openalex_doi
552,Argumentative Causal Discovery.,kr,2024,"Fabrizio Russo, Anna Rapberger, Francesca Toni",10.24963/kr.2024/88,3,10.24963/kr.2024/88,https://openalex.org/W4403792947,Semantic Web and Ontologies,0.9918000102043152,Semantic Web and Ontologies,0.9918000102043152,Business Process Modeling and Analysis,0.9747999906539917,"Logic, Reasoning, and Knowledge",0.9513999819755554,Argumentative,0.8108670711517334,Computer science,0.6357340812683105,Artificial intelligence,0.3774765729904175,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9918000102043152}, {""id"": ""https://openalex.org/T10703"", ""display_name"": ""Business Process Modeling and Analysis"", ""score"": 0.9747999906539917}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9513999819755554}]","[{""id"": ""https://openalex.org/keywords/argumentative"", ""display_name"": ""Argumentative"", ""score"": 0.8108670711517334}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6357340812683105}, {""id"": ""https://openalex.org/keywords/artificial-intelligence"", ""display_name"": ""Artificial intelligence"", ""score"": 0.3774765729904175}]",openalex_doi
553,Advancing Algorithmic Approaches to Probabilistic Argumentation under the Constellation Approach.,kr,2024,"Andrei Popescu, Johannes P. Wallner",10.24963/kr.2024/55,2,10.24963/kr.2024/55,https://openalex.org/W4403792818,Software Engineering Techniques and Practices,0.7594000101089478,Software Engineering Techniques and Practices,0.7594000101089478,Systems Engineering Methodologies and Applications,0.729200005531311,Complex Systems and Decision Making,0.724399983882904,Argumentation theory,0.8127036094665527,Constellation,0.8078997135162354,Probabilistic logic,0.7884798049926758,"[{""id"": ""https://openalex.org/T10430"", ""display_name"": ""Software Engineering Techniques and Practices"", ""score"": 0.7594000101089478}, {""id"": ""https://openalex.org/T12000"", ""display_name"": ""Systems Engineering Methodologies and Applications"", ""score"": 0.729200005531311}, {""id"": ""https://openalex.org/T11810"", ""display_name"": ""Complex Systems and Decision Making"", ""score"": 0.724399983882904}]","[{""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.8127036094665527}, {""id"": ""https://openalex.org/keywords/constellation"", ""display_name"": ""Constellation"", ""score"": 0.8078997135162354}, {""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7884798049926758}]",openalex_doi
554,CE-QArg: Counterfactual Explanations for Quantitative Bipolar Argumentation Frameworks.,kr,2024,"Xiang Yin, Nico Potyka, Francesca Toni",10.24963/kr.2024/66,1,10.24963/kr.2024/66,https://openalex.org/W4403792987,Business Process Modeling and Analysis,0.9294000267982483,Business Process Modeling and Analysis,0.9294000267982483,,,,,Counterfactual thinking,0.8886647820472717,Argumentation theory,0.8500701189041138,Computer science,0.5566810965538025,"[{""id"": ""https://openalex.org/T10703"", ""display_name"": ""Business Process Modeling and Analysis"", ""score"": 0.9294000267982483}]","[{""id"": ""https://openalex.org/keywords/counterfactual-thinking"", ""display_name"": ""Counterfactual thinking"", ""score"": 0.8886647820472717}, {""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.8500701189041138}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.5566810965538025}]",openalex_doi
555,Consistent Query Answering over SHACL Constraints.,kr,2024,"Shqiponja Ahmetaj, Timo Camillo Merkl, Reinhard Pichler",10.24963/kr.2024/1,1,10.24963/kr.2024/1,https://openalex.org/W4403792979,Semantic Web and Ontologies,0.9975000023841858,Semantic Web and Ontologies,0.9975000023841858,Advanced Database Systems and Queries,0.9961000084877014,Data Management and Algorithms,0.9886999726295471,Computer science,0.7360529899597168,Question answering,0.5059890151023865,Information retrieval,0.4985525608062744,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9975000023841858}, {""id"": ""https://openalex.org/T10317"", ""display_name"": ""Advanced Database Systems and Queries"", ""score"": 0.9961000084877014}, {""id"": ""https://openalex.org/T11106"", ""display_name"": ""Data Management and Algorithms"", ""score"": 0.9886999726295471}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7360529899597168}, {""id"": ""https://openalex.org/keywords/question-answering"", ""display_name"": ""Question answering"", ""score"": 0.5059890151023865}, {""id"": ""https://openalex.org/keywords/information-retrieval"", ""display_name"": ""Information retrieval"", ""score"": 0.4985525608062744}]",openalex_doi
556,Action Model Learning with Guarantees.,kr,2024,"Diego Aineto, Enrico Scala",10.24963/kr.2024/75,3,10.24963/kr.2024/75,https://openalex.org/W4403793005,Anomaly Detection Techniques and Applications,0.967199981212616,Anomaly Detection Techniques and Applications,0.967199981212616,Time Series Analysis and Forecasting,0.9081000089645386,,,Computer science,0.6827040910720825,Action (physics),0.6193856000900269,Artificial intelligence,0.34949761629104614,"[{""id"": ""https://openalex.org/T11512"", ""display_name"": ""Anomaly Detection Techniques and Applications"", ""score"": 0.967199981212616}, {""id"": ""https://openalex.org/T12205"", ""display_name"": ""Time Series Analysis and Forecasting"", ""score"": 0.9081000089645386}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6827040910720825}, {""id"": ""https://openalex.org/keywords/action"", ""display_name"": ""Action (physics)"", ""score"": 0.6193856000900269}, {""id"": ""https://openalex.org/keywords/artificial-intelligence"", ""display_name"": ""Artificial intelligence"", ""score"": 0.34949761629104614}]",openalex_doi
557,"Counterfactual and Semifactual Explanations in Abstract Argumentation: Formal Foundations, Complexity and Computation.",kr,2024,"Gianvincenzo Alfano, Sergio Greco, Francesco Parisi, Irina Trubitsyna",10.24963/kr.2024/2,4,10.24963/kr.2024/2,https://openalex.org/W4403792774,Semantic Web and Ontologies,0.9819999933242798,Semantic Web and Ontologies,0.9819999933242798,"Logic, Reasoning, and Knowledge",0.9684000015258789,Business Process Modeling and Analysis,0.9470000267028809,Argumentation theory,0.8541276454925537,Counterfactual thinking,0.8144626021385193,Computer science,0.6236141920089722,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9819999933242798}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9684000015258789}, {""id"": ""https://openalex.org/T10703"", ""display_name"": ""Business Process Modeling and Analysis"", ""score"": 0.9470000267028809}]","[{""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.8541276454925537}, {""id"": ""https://openalex.org/keywords/counterfactual-thinking"", ""display_name"": ""Counterfactual thinking"", ""score"": 0.8144626021385193}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6236141920089722}]",openalex_doi
558,Explaining Reasoning Results for OWL Ontologies with Evee.,kr,2024,"Christian Alrabbaa, Stefan Borgwardt, Tom Friese, Anke Hirsch, Nina Knieriemen, Patrick Koopmann, Alisa Kovtunova, Antonio Krüger, Alexej Popovič, Ida Siahaan",10.24963/kr.2024/67,5,10.24963/kr.2024/67,https://openalex.org/W4403792799,Semantic Web and Ontologies,0.9990000128746033,Semantic Web and Ontologies,0.9990000128746033,Natural Language Processing Techniques,0.9932000041007996,Biomedical Text Mining and Ontologies,0.9553999900817871,Computer science,0.7433672547340393,Web Ontology Language,0.7208997011184692,Ontology,0.5526337623596191,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9990000128746033}, {""id"": ""https://openalex.org/T10181"", ""display_name"": ""Natural Language Processing Techniques"", ""score"": 0.9932000041007996}, {""id"": ""https://openalex.org/T11710"", ""display_name"": ""Biomedical Text Mining and Ontologies"", ""score"": 0.9553999900817871}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7433672547340393}, {""id"": ""https://openalex.org/keywords/web-ontology-language"", ""display_name"": ""Web Ontology Language"", ""score"": 0.7208997011184692}, {""id"": ""https://openalex.org/keywords/ontology"", ""display_name"": ""Ontology"", ""score"": 0.5526337623596191}]",openalex_doi
559,Reasoning in SHIQ with Axiom- and Concept-Level Standpoint Modalities.,kr,2024,"Lucía Gómez Álvarez, Sebastian Rudolph",10.24963/kr.2024/36,2,10.24963/kr.2024/36,https://openalex.org/W4403792967,Semantic Web and Ontologies,0.9991000294685364,Semantic Web and Ontologies,0.9991000294685364,"Logic, Reasoning, and Knowledge",0.9991000294685364,"Logic, programming, and type systems",0.9807000160217285,Description logic,0.7555392384529114,Axiom,0.7355053424835205,Modal logic,0.6947548389434814,"[{""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.9991000294685364}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9991000294685364}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.9807000160217285}]","[{""id"": ""https://openalex.org/keywords/description-logic"", ""display_name"": ""Description logic"", ""score"": 0.7555392384529114}, {""id"": ""https://openalex.org/keywords/axiom"", ""display_name"": ""Axiom"", ""score"": 0.7355053424835205}, {""id"": ""https://openalex.org/keywords/modal-logic"", ""display_name"": ""Modal logic"", ""score"": 0.6947548389434814}]",openalex_doi
560,ASP Chef: Draw and Expand.,kr,2024,"Mario Alviano, Luis Angel Rodriguez Reiners",10.24963/kr.2024/68,5,10.24963/kr.2024/68,https://openalex.org/W4403792803,Culinary Culture and Tourism,0.8165000081062317,Culinary Culture and Tourism,0.8165000081062317,,,,,Computer science,0.6810259222984314,,,,,"[{""id"": ""https://openalex.org/T11925"", ""display_name"": ""Culinary Culture and Tourism"", ""score"": 0.8165000081062317}]","[{""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6810259222984314}]",openalex_doi
561,Probabilistic Synthesis and Verification for LTL on Finite Traces.,kr,2024,"Benjamin Aminof, Linus Cooper, Sasha Rubin, Moshe Y. Vardi, Florian Zuleger",10.24963/kr.2024/3,3,10.24963/kr.2024/3,https://openalex.org/W4403792804,DNA and Biological Computing,0.6620000004768372,DNA and Biological Computing,0.6620000004768372,Power Systems and Technologies,0.6384999752044678,Model-Driven Software Engineering Techniques,0.5601999759674072,Probabilistic logic,0.6906193494796753,Computer science,0.6647953987121582,Programming language,0.37408238649368286,"[{""id"": ""https://openalex.org/T12029"", ""display_name"": ""DNA and Biological Computing"", ""score"": 0.6620000004768372}, {""id"": ""https://openalex.org/T14276"", ""display_name"": ""Power Systems and Technologies"", ""score"": 0.6384999752044678}, {""id"": ""https://openalex.org/T11450"", ""display_name"": ""Model-Driven Software Engineering Techniques"", ""score"": 0.5601999759674072}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.6906193494796753}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6647953987121582}, {""id"": ""https://openalex.org/keywords/programming-language"", ""display_name"": ""Programming language"", ""score"": 0.37408238649368286}]",openalex_doi
562,Proper Linear-time Specifications of Environment Behaviors in Nondeterministic Planning and Reactive Synthesis.,kr,2024,"Benjamin Aminof, Giuseppe De Giacomo, Sasha Rubin, Florian Zuleger",10.24963/kr.2024/4,2,10.24963/kr.2024/4,https://openalex.org/W4403792830,Systems Engineering Methodologies and Applications,0.9817000031471252,Systems Engineering Methodologies and Applications,0.9817000031471252,Formal Methods in Verification,0.9297000169754028,,,Nondeterministic algorithm,0.6860491037368774,Computer science,0.6441741585731506,Algorithm,0.2514076828956604,"[{""id"": ""https://openalex.org/T12000"", ""display_name"": ""Systems Engineering Methodologies and Applications"", ""score"": 0.9817000031471252}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.9297000169754028}]","[{""id"": ""https://openalex.org/keywords/nondeterministic-algorithm"", ""display_name"": ""Nondeterministic algorithm"", ""score"": 0.6860491037368774}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.6441741585731506}, {""id"": ""https://openalex.org/keywords/algorithm"", ""display_name"": ""Algorithm"", ""score"": 0.2514076828956604}]",openalex_doi
563,Abstraction in Assumption-based Argumentation.,kr,2024,"Iosif Apostolakis, Zeynep G. Saribatur, Johannes P. Wallner",10.24963/kr.2024/5,5,10.24963/kr.2024/5,https://openalex.org/W4403792851,Multi-Agent Systems and Negotiation,0.9628000259399414,Multi-Agent Systems and Negotiation,0.9628000259399414,,,,,Argumentation theory,0.7970761060714722,Computer science,0.7416301369667053,Abstraction,0.6924035549163818,"[{""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9628000259399414}]","[{""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.7970761060714722}, {""id"": ""https://openalex.org/keywords/computer-science"", ""display_name"": ""Computer science"", ""score"": 0.7416301369667053}, {""id"": ""https://openalex.org/keywords/abstraction"", ""display_name"": ""Abstraction"", ""score"": 0.6924035549163818}]",openalex_doi
