id,title,venue,year,authors,doi,Label,resolved_doi,openalex_id,semantic_scholar_id,primary_topic,primary_topic_score,topic_1,topic_1_score,topic_2,topic_2_score,topic_3,topic_3_score,keyword_1,keyword_1_score,keyword_2,keyword_2_score,keyword_3,keyword_3_score,topics_json,keywords_json,fetch_source
521,Reasoning in Assumption-Based Argumentation via SAT.,kr,2025,"Andreas Niskanen, Masood Feyzbakhsh Rankooh, Tuomo Lehtonen, Matti Järvisalo",10.24963/kr.2025/68,4,10.24963/kr.2025/68,https://openalex.org/W4415903178,,"Logic, Reasoning, and Knowledge",0.786899983882904,"Logic, Reasoning, and Knowledge",0.786899983882904,Multi-Agent Systems and Negotiation,0.17309999465942383,Formal Methods in Verification,0.008999999612569809,Answer set programming,0.7408000230789185,Semantic reasoner,0.691100001335144,Argumentation theory,0.6747000217437744,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.786899983882904}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.17309999465942383}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.008999999612569809}]","[{""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7408000230789185}, {""id"": ""https://openalex.org/keywords/semantic-reasoner"", ""display_name"": ""Semantic reasoner"", ""score"": 0.691100001335144}, {""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.6747000217437744}]",openalex_doi
522,Reasoning About Actual Causality in Answer Set Programming.,kr,2025,"Daniel Özcan, Dalal Alrajeh, Robert Craven",10.24963/kr.2025/59,5,10.24963/kr.2025/59,https://openalex.org/W4415903156,,"Logic, Reasoning, and Knowledge",0.986299991607666,"Logic, Reasoning, and Knowledge",0.986299991607666,Multi-Agent Systems and Negotiation,0.007400000002235174,Constraint Satisfaction and Optimization,0.0010000000474974513,Answer set programming,0.7032999992370605,Causal reasoning,0.6521000266075134,Set (abstract data type),0.5799000263214111,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.986299991607666}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.007400000002235174}, {""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.0010000000474974513}]","[{""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7032999992370605}, {""id"": ""https://openalex.org/keywords/causal-reasoning"", ""display_name"": ""Causal reasoning"", ""score"": 0.6521000266075134}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.5799000263214111}]",openalex_doi
523,Generalizing Platform-Aware Mission Planning for Infinite-State Timed Transition Systems.,kr,2025,"Stefan Panjkovic, Alessandro Cimatti, Andrea Micheli, Stefano Tonetta",10.24963/kr.2025/81,2,10.24963/kr.2025/81,https://openalex.org/W4415904762,,AI-based Problem Solving and Planning,0.47510001063346863,AI-based Problem Solving and Planning,0.47510001063346863,Formal Methods in Verification,0.2757999897003174,"Logic, Reasoning, and Knowledge",0.04439999908208847,Planner,0.6489999890327454,Bounded function,0.6385999917984009,Property (philosophy),0.6050999760627747,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.47510001063346863}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.2757999897003174}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.04439999908208847}]","[{""id"": ""https://openalex.org/keywords/planner"", ""display_name"": ""Planner"", ""score"": 0.6489999890327454}, {""id"": ""https://openalex.org/keywords/bounded-function"", ""display_name"": ""Bounded function"", ""score"": 0.6385999917984009}, {""id"": ""https://openalex.org/keywords/property"", ""display_name"": ""Property (philosophy)"", ""score"": 0.6050999760627747}]",openalex_doi
524,A Planning Compilation to Reason About Goal Achievement at Planning Time.,kr,2025,"Alberto Pozanco, Marianela Morales, Daniel Borrajo, Manuela Veloso",10.24963/kr.2025/82,1,10.24963/kr.2025/82,https://openalex.org/W4415904763,,AI-based Problem Solving and Planning,0.9948999881744385,AI-based Problem Solving and Planning,0.9948999881744385,"Logic, Reasoning, and Knowledge",0.0012000000569969416,Artificial Intelligence in Games,0.0010000000474974513,Commit,0.8589000105857849,Task (project management),0.7146000266075134,Identification (biology),0.5763999819755554,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.9948999881744385}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.0012000000569969416}, {""id"": ""https://openalex.org/T11574"", ""display_name"": ""Artificial Intelligence in Games"", ""score"": 0.0010000000474974513}]","[{""id"": ""https://openalex.org/keywords/commit"", ""display_name"": ""Commit"", ""score"": 0.8589000105857849}, {""id"": ""https://openalex.org/keywords/task"", ""display_name"": ""Task (project management)"", ""score"": 0.7146000266075134}, {""id"": ""https://openalex.org/keywords/identification"", ""display_name"": ""Identification (biology)"", ""score"": 0.5763999819755554}]",openalex_doi
525,Cost-Optimal Delete-Free Classical Planning via Maximum Satisfiability.,kr,2025,"Masood Feyzbakhsh Rankooh, Andreas Niskanen, Matti Järvisalo",10.24963/kr.2025/75,1,10.24963/kr.2025/75,https://openalex.org/W4415904757,,AI-based Problem Solving and Planning,0.9063000082969666,AI-based Problem Solving and Planning,0.9063000082969666,"Logic, Reasoning, and Knowledge",0.06750000268220901,Robotic Path Planning Algorithms,0.008299999870359898,Maximum satisfiability problem,0.9193000197410583,Satisfiability,0.7620000243186951,Set (abstract data type),0.5630000233650208,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.9063000082969666}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.06750000268220901}, {""id"": ""https://openalex.org/T10586"", ""display_name"": ""Robotic Path Planning Algorithms"", ""score"": 0.008299999870359898}]","[{""id"": ""https://openalex.org/keywords/maximum-satisfiability-problem"", ""display_name"": ""Maximum satisfiability problem"", ""score"": 0.9193000197410583}, {""id"": ""https://openalex.org/keywords/satisfiability"", ""display_name"": ""Satisfiability"", ""score"": 0.7620000243186951}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.5630000233650208}]",openalex_doi
526,On Gradual Semantics for Assumption-Based Argumentation.,kr,2025,"Anna Rapberger, Fabrizio Russo, Antonio Rago, Francesca Toni",10.24963/kr.2025/50,1,10.24963/kr.2025/50,https://openalex.org/W4415903163,,Multi-Agent Systems and Negotiation,0.9390000104904175,Multi-Agent Systems and Negotiation,0.9390000104904175,"Logic, programming, and type systems",0.009100000374019146,"Logic, Reasoning, and Knowledge",0.007899999618530273,Argumentation theory,0.7511000037193298,Semantics (computer science),0.7240999937057495,Modular design,0.5720999836921692,"[{""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.9390000104904175}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.009100000374019146}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.007899999618530273}]","[{""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.7511000037193298}, {""id"": ""https://openalex.org/keywords/semantics"", ""display_name"": ""Semantics (computer science)"", ""score"": 0.7240999937057495}, {""id"": ""https://openalex.org/keywords/modular-design"", ""display_name"": ""Modular design"", ""score"": 0.5720999836921692}]",openalex_doi
527,Can LLMs Solve ASP Problems? Insights from a Benchmarking Study.,kr,2025,"Lin Ren, Guohui Xiao, Guilin Qi, Yishuai Geng, Haohan Xue",10.24963/kr.2025/60,3,10.24963/kr.2025/60,https://openalex.org/W4415903162,,"Logic, Reasoning, and Knowledge",0.7045999765396118,"Logic, Reasoning, and Knowledge",0.7045999765396118,Topic Modeling,0.1339000016450882,Multi-Agent Systems and Negotiation,0.02879999950528145,Answer set programming,0.7178000211715698,Set (abstract data type),0.6802999973297119,Benchmarking,0.6581000089645386,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.7045999765396118}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.1339000016450882}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.02879999950528145}]","[{""id"": ""https://openalex.org/keywords/answer-set-programming"", ""display_name"": ""Answer set programming"", ""score"": 0.7178000211715698}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6802999973297119}, {""id"": ""https://openalex.org/keywords/benchmarking"", ""display_name"": ""Benchmarking"", ""score"": 0.6581000089645386}]",openalex_doi
528,Explanations for Unrealizability of Infinite-State Safety Shields.,kr,2025,"Andoni Rodríguez, Irfansha Shaik, Davide Corsi, Roy Fox, César Sánchez",10.24963/kr.2025/83,2,10.24963/kr.2025/83,https://openalex.org/W4415903169,,Formal Methods in Verification,0.6069999933242798,Formal Methods in Verification,0.6069999933242798,Adversarial Robustness in Machine Learning,0.12160000205039978,Safety Systems Engineering in Autonomy,0.06379999965429306,Shields,0.7102000117301941,Component (thermodynamics),0.5892999768257141,Task (project management),0.5534999966621399,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.6069999933242798}, {""id"": ""https://openalex.org/T11689"", ""display_name"": ""Adversarial Robustness in Machine Learning"", ""score"": 0.12160000205039978}, {""id"": ""https://openalex.org/T13295"", ""display_name"": ""Safety Systems Engineering in Autonomy"", ""score"": 0.06379999965429306}]","[{""id"": ""https://openalex.org/keywords/shields"", ""display_name"": ""Shields"", ""score"": 0.7102000117301941}, {""id"": ""https://openalex.org/keywords/component"", ""display_name"": ""Component (thermodynamics)"", ""score"": 0.5892999768257141}, {""id"": ""https://openalex.org/keywords/task"", ""display_name"": ""Task (project management)"", ""score"": 0.5534999966621399}]",openalex_doi
529,On the Complexity and Properties of Preferential Propositional Dependence Logic.,kr,2025,"Kai Sauerwald, Arne Meier, Juha Kontinen",10.24963/kr.2025/51,2,10.24963/kr.2025/51,https://openalex.org/W4415903177,,"Logic, Reasoning, and Knowledge",0.9373999834060669,"Logic, Reasoning, and Knowledge",0.9373999834060669,Semantic Web and Ontologies,0.01899999938905239,Multi-Agent Systems and Negotiation,0.009600000455975533,Propositional variable,0.6797999739646912,Autoepistemic logic,0.6485999822616577,Propositional calculus,0.6448000073432922,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9373999834060669}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.01899999938905239}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.009600000455975533}]","[{""id"": ""https://openalex.org/keywords/propositional-variable"", ""display_name"": ""Propositional variable"", ""score"": 0.6797999739646912}, {""id"": ""https://openalex.org/keywords/autoepistemic-logic"", ""display_name"": ""Autoepistemic logic"", ""score"": 0.6485999822616577}, {""id"": ""https://openalex.org/keywords/propositional-calculus"", ""display_name"": ""Propositional calculus"", ""score"": 0.6448000073432922}]",openalex_doi
530,Context-Based Belief Revision.,kr,2025,Bernhard Nebel,https://www.semanticscholar.org/paper/0ba9a978c32311d89bc9be6737a68eec044c118b,1,10.24963/kr.2025/52,https://openalex.org/W4415903176,0ba9a978c32311d89bc9be6737a68eec044c118b,"Logic, Reasoning, and Knowledge",0.9815999865531921,"Logic, Reasoning, and Knowledge",0.9815999865531921,Multi-Criteria Decision Making,0.0017000000225380063,Bayesian Modeling and Causal Inference,0.0017000000225380063,Belief revision,0.8303999900817871,Axiom,0.6324999928474426,Core (optical fiber),0.6072999835014343,"[{""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.9815999865531921}, {""id"": ""https://openalex.org/T10050"", ""display_name"": ""Multi-Criteria Decision Making"", ""score"": 0.0017000000225380063}, {""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.0017000000225380063}]","[{""id"": ""https://openalex.org/keywords/belief-revision"", ""display_name"": ""Belief revision"", ""score"": 0.8303999900817871}, {""id"": ""https://openalex.org/keywords/axiom"", ""display_name"": ""Axiom"", ""score"": 0.6324999928474426}, {""id"": ""https://openalex.org/keywords/core"", ""display_name"": ""Core (optical fiber)"", ""score"": 0.6072999835014343}]",openalex_s2_doi
531,Efficient Volume Computation for SMT Formulas.,kr,2025,"Arijit Shaw, Uddalok Sarkar, Kuldeep S. Meel",10.24963/kr.2025/53,2,10.24963/kr.2025/53,https://openalex.org/W4415903173,,Formal Methods in Verification,0.7120000123977661,Formal Methods in Verification,0.7120000123977661,Constraint Satisfaction and Optimization,0.1648000031709671,"Logic, programming, and type systems",0.026399999856948853,Satisfiability modulo theories,0.7954000234603882,Computation,0.5285999774932861,Volume (thermodynamics),0.5239999890327454,"[{""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.7120000123977661}, {""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.1648000031709671}, {""id"": ""https://openalex.org/T10126"", ""display_name"": ""Logic, programming, and type systems"", ""score"": 0.026399999856948853}]","[{""id"": ""https://openalex.org/keywords/satisfiability-modulo-theories"", ""display_name"": ""Satisfiability modulo theories"", ""score"": 0.7954000234603882}, {""id"": ""https://openalex.org/keywords/computation"", ""display_name"": ""Computation"", ""score"": 0.5285999774932861}, {""id"": ""https://openalex.org/keywords/volume"", ""display_name"": ""Volume (thermodynamics)"", ""score"": 0.5239999890327454}]",openalex_doi
532,A Principle-based Framework for Analyzing Dialogue Game-based Semantics.,kr,2025,"Yamil O. Soto, Andrea Cohen, Cristhian Ariel D. Deagustini, Maria Vanina Martinez, Gerardo I. Simari",10.24963/kr.2025/54,3,10.24963/kr.2025/54,https://openalex.org/W4415903167,,Speech and dialogue systems,0.7023000121116638,Speech and dialogue systems,0.7023000121116638,Multi-Agent Systems and Negotiation,0.12770000100135803,Topic Modeling,0.0608999989926815,Argumentation theory,0.7657999992370605,Semantics (computer science),0.7074999809265137,Domain (mathematical analysis),0.5497999787330627,"[{""id"": ""https://openalex.org/T12031"", ""display_name"": ""Speech and dialogue systems"", ""score"": 0.7023000121116638}, {""id"": ""https://openalex.org/T10456"", ""display_name"": ""Multi-Agent Systems and Negotiation"", ""score"": 0.12770000100135803}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.0608999989926815}]","[{""id"": ""https://openalex.org/keywords/argumentation-theory"", ""display_name"": ""Argumentation theory"", ""score"": 0.7657999992370605}, {""id"": ""https://openalex.org/keywords/semantics"", ""display_name"": ""Semantics (computer science)"", ""score"": 0.7074999809265137}, {""id"": ""https://openalex.org/keywords/domain"", ""display_name"": ""Domain (mathematical analysis)"", ""score"": 0.5497999787330627}]",openalex_doi
533,ASP-Driven Visual Commonsense: A General Framework for Reasoning About Embodied Interaction in the Wild.,kr,2025,"Jakob Suchan, Mehul Bhatt, Julius Monsen",10.24963/kr.2025/61,2,10.24963/kr.2025/61,https://openalex.org/W4415904748,,Multimodal Machine Learning Applications,0.9243999719619751,Multimodal Machine Learning Applications,0.9243999719619751,Social Robot Interaction and HRI,0.017400000244379044,Action Observation and Synchronization,0.012799999676644802,Embodied cognition,0.772599995136261,Set (abstract data type),0.6237000226974487,Perception,0.5390999913215637,"[{""id"": ""https://openalex.org/T11714"", ""display_name"": ""Multimodal Machine Learning Applications"", ""score"": 0.9243999719619751}, {""id"": ""https://openalex.org/T10709"", ""display_name"": ""Social Robot Interaction and HRI"", ""score"": 0.017400000244379044}, {""id"": ""https://openalex.org/T11431"", ""display_name"": ""Action Observation and Synchronization"", ""score"": 0.012799999676644802}]","[{""id"": ""https://openalex.org/keywords/embodied-cognition"", ""display_name"": ""Embodied cognition"", ""score"": 0.772599995136261}, {""id"": ""https://openalex.org/keywords/set"", ""display_name"": ""Set (abstract data type)"", ""score"": 0.6237000226974487}, {""id"": ""https://openalex.org/keywords/perception"", ""display_name"": ""Perception"", ""score"": 0.5390999913215637}]",openalex_doi
534,A Tensor-Based Probabilistic Event Calculus.,kr,2025,"Efthimis Tsilionis, Alexander Artikis, Georgios Paliouras",10.24963/kr.2025/62,4,10.24963/kr.2025/62,https://openalex.org/W4415903158,,Bayesian Modeling and Causal Inference,0.34389999508857727,Bayesian Modeling and Causal Inference,0.34389999508857727,Tensor decomposition and applications,0.05739999935030937,Gaussian Processes and Bayesian Inference,0.052400000393390656,Probabilistic logic,0.7901999950408936,Event calculus,0.7832000255584717,Event (particle physics),0.6930000185966492,"[{""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.34389999508857727}, {""id"": ""https://openalex.org/T12303"", ""display_name"": ""Tensor decomposition and applications"", ""score"": 0.05739999935030937}, {""id"": ""https://openalex.org/T12814"", ""display_name"": ""Gaussian Processes and Bayesian Inference"", ""score"": 0.052400000393390656}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7901999950408936}, {""id"": ""https://openalex.org/keywords/event-calculus"", ""display_name"": ""Event calculus"", ""score"": 0.7832000255584717}, {""id"": ""https://openalex.org/keywords/event"", ""display_name"": ""Event (particle physics)"", ""score"": 0.6930000185966492}]",openalex_doi
535,Pushdown Reward Machines for Reinforcement Learning.,kr,2025,"Giovanni Varricchione, Toryn Q. Klassen, Natasha Alechina, Mehdi Dastani, Brian Logan, Sheila A. McIlraith",10.24963/kr.2025/55,3,10.24963/kr.2025/55,https://openalex.org/W4415903164,,Machine Learning and Algorithms,0.7046999931335449,Machine Learning and Algorithms,0.7046999931335449,Formal Methods in Verification,0.1137000024318695,Reinforcement Learning in Robotics,0.05559999868273735,Reinforcement learning,0.685699999332428,Exploit,0.545799970626831,Constant (computer programming),0.4903999865055084,"[{""id"": ""https://openalex.org/T12072"", ""display_name"": ""Machine Learning and Algorithms"", ""score"": 0.7046999931335449}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.1137000024318695}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.05559999868273735}]","[{""id"": ""https://openalex.org/keywords/reinforcement-learning"", ""display_name"": ""Reinforcement learning"", ""score"": 0.685699999332428}, {""id"": ""https://openalex.org/keywords/exploit"", ""display_name"": ""Exploit"", ""score"": 0.545799970626831}, {""id"": ""https://openalex.org/keywords/constant"", ""display_name"": ""Constant (computer programming)"", ""score"": 0.4903999865055084}]",openalex_doi
536,TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,kr,2025,"Stylianos Loukas Vasileiou, William Yeoh",https://www.semanticscholar.org/paper/5ae3dfb0a61be64577cd5c88e5529d9f7e48a65e,5,10.24963/kr.2025/63,https://openalex.org/W4415903159,,Multimodal Machine Learning Applications,0.3278000056743622,Multimodal Machine Learning Applications,0.3278000056743622,Constraint Satisfaction and Optimization,0.13660000264644623,Topic Modeling,0.08389999717473984,Correctness,0.7998999953269958,Scheduling (production processes),0.6323999762535095,Natural language,0.4973999857902527,"[{""id"": ""https://openalex.org/T11714"", ""display_name"": ""Multimodal Machine Learning Applications"", ""score"": 0.3278000056743622}, {""id"": ""https://openalex.org/T11596"", ""display_name"": ""Constraint Satisfaction and Optimization"", ""score"": 0.13660000264644623}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.08389999717473984}]","[{""id"": ""https://openalex.org/keywords/correctness"", ""display_name"": ""Correctness"", ""score"": 0.7998999953269958}, {""id"": ""https://openalex.org/keywords/scheduling"", ""display_name"": ""Scheduling (production processes)"", ""score"": 0.6323999762535095}, {""id"": ""https://openalex.org/keywords/natural-language"", ""display_name"": ""Natural language"", ""score"": 0.4973999857902527}]",openalex_title_search
537,Advances in Logic-Based Entity Resolution: Enhancing ASPEN with Local Merges and Optimality Criteria.,kr,2025,"Zhiliang Xiang, Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",10.24963/kr.2025/64,5,10.24963/kr.2025/64,https://openalex.org/W4415904753,,Data Quality and Management,0.9585999846458435,Data Quality and Management,0.9585999846458435,Semantic Web and Ontologies,0.007699999958276749,Topic Modeling,0.005100000184029341,Resolution (logic),0.45509999990463257,Constant (computer programming),0.4366999864578247,Optimality criterion,0.29809999465942383,"[{""id"": ""https://openalex.org/T11719"", ""display_name"": ""Data Quality and Management"", ""score"": 0.9585999846458435}, {""id"": ""https://openalex.org/T10215"", ""display_name"": ""Semantic Web and Ontologies"", ""score"": 0.007699999958276749}, {""id"": ""https://openalex.org/T10028"", ""display_name"": ""Topic Modeling"", ""score"": 0.005100000184029341}]","[{""id"": ""https://openalex.org/keywords/resolution"", ""display_name"": ""Resolution (logic)"", ""score"": 0.45509999990463257}, {""id"": ""https://openalex.org/keywords/constant"", ""display_name"": ""Constant (computer programming)"", ""score"": 0.4366999864578247}, {""id"": ""https://openalex.org/keywords/optimality-criterion"", ""display_name"": ""Optimality criterion"", ""score"": 0.29809999465942383}]",openalex_doi
538,An Embarrassingly Parallel Model Counter.,kr,2025,"Zhenghang Xu, Minghao Yin, Jean Marie Lagniez",10.24963/kr.2025/65,1,10.24963/kr.2025/65,https://openalex.org/W4415904746,,Bayesian Modeling and Causal Inference,0.8693000078201294,Bayesian Modeling and Causal Inference,0.8693000078201294,Explainable Artificial Intelligence (XAI),0.027300000190734863,Adversarial Robustness in Machine Learning,0.018400000408291817,Embarrassingly parallel,0.9138000011444092,Scalability,0.6862000226974487,Computation,0.61080002784729,"[{""id"": ""https://openalex.org/T11303"", ""display_name"": ""Bayesian Modeling and Causal Inference"", ""score"": 0.8693000078201294}, {""id"": ""https://openalex.org/T12026"", ""display_name"": ""Explainable Artificial Intelligence (XAI)"", ""score"": 0.027300000190734863}, {""id"": ""https://openalex.org/T11689"", ""display_name"": ""Adversarial Robustness in Machine Learning"", ""score"": 0.018400000408291817}]","[{""id"": ""https://openalex.org/keywords/embarrassingly-parallel"", ""display_name"": ""Embarrassingly parallel"", ""score"": 0.9138000011444092}, {""id"": ""https://openalex.org/keywords/scalability"", ""display_name"": ""Scalability"", ""score"": 0.6862000226974487}, {""id"": ""https://openalex.org/keywords/computation"", ""display_name"": ""Computation"", ""score"": 0.61080002784729}]",openalex_doi
539,Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,kr,2025,"Mohammad Yousefi, Johannes Schmalz, Patrik Haslum, Pascal Bercher",10.24963/kr.2025/84,2,10.24963/kr.2025/84,https://openalex.org/W4415904760,,AI-based Problem Solving and Planning,0.3292999863624573,AI-based Problem Solving and Planning,0.3292999863624573,Reinforcement Learning in Robotics,0.20000000298023224,Formal Methods in Verification,0.09229999780654907,Probabilistic logic,0.7771999835968018,Sequence (biology),0.6431999802589417,Computational complexity theory,0.6049000024795532,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.3292999863624573}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.20000000298023224}, {""id"": ""https://openalex.org/T10142"", ""display_name"": ""Formal Methods in Verification"", ""score"": 0.09229999780654907}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7771999835968018}, {""id"": ""https://openalex.org/keywords/sequence"", ""display_name"": ""Sequence (biology)"", ""score"": 0.6431999802589417}, {""id"": ""https://openalex.org/keywords/computational-complexity-theory"", ""display_name"": ""Computational complexity theory"", ""score"": 0.6049000024795532}]",openalex_doi
540,Probabilistic Active Goal Recognition.,kr,2025,"Chenyuan Zhang, Cristian Rojas Cardenas, Hamid Rezatofighi, Mor Vered, Buser Say",10.24963/kr.2025/85,5,10.24963/kr.2025/85,https://openalex.org/W4415904745,,AI-based Problem Solving and Planning,0.35429999232292175,AI-based Problem Solving and Planning,0.35429999232292175,Reinforcement Learning in Robotics,0.13420000672340393,"Logic, Reasoning, and Knowledge",0.1307000070810318,Probabilistic logic,0.7287999987602234,Observer (physics),0.46299999952316284,Field (mathematics),0.40540000796318054,"[{""id"": ""https://openalex.org/T10906"", ""display_name"": ""AI-based Problem Solving and Planning"", ""score"": 0.35429999232292175}, {""id"": ""https://openalex.org/T10462"", ""display_name"": ""Reinforcement Learning in Robotics"", ""score"": 0.13420000672340393}, {""id"": ""https://openalex.org/T11010"", ""display_name"": ""Logic, Reasoning, and Knowledge"", ""score"": 0.1307000070810318}]","[{""id"": ""https://openalex.org/keywords/probabilistic-logic"", ""display_name"": ""Probabilistic logic"", ""score"": 0.7287999987602234}, {""id"": ""https://openalex.org/keywords/observer"", ""display_name"": ""Observer (physics)"", ""score"": 0.46299999952316284}, {""id"": ""https://openalex.org/keywords/field"", ""display_name"": ""Field (mathematics)"", ""score"": 0.40540000796318054}]",openalex_doi
541,"Proceedings of the 22nd International Conference on Principles of Knowledge Representation and Reasoning, KR 2025, Melbourne, Australia, November 1-17, 2025",kr,2025,,https://www.semanticscholar.org/paper/ac7d6ff93d69d5ef71e53c0a86ec771a44930d6d,1,10.24963/kr.2025,https://openalex.org/W4415903232,ac7d6ff93d69d5ef71e53c0a86ec771a44930d6d,,,,,,,,,Knowledge representation and reasoning,0.5444999933242798,Representation (politics),0.4596000015735626,Automated reasoning,0.3630000054836273,[],"[{""id"": ""https://openalex.org/keywords/knowledge-representation-and-reasoning"", ""display_name"": ""Knowledge representation and reasoning"", ""score"": 0.5444999933242798}, {""id"": ""https://openalex.org/keywords/representation"", ""display_name"": ""Representation (politics)"", ""score"": 0.4596000015735626}, {""id"": ""https://openalex.org/keywords/automated-reasoning"", ""display_name"": ""Automated reasoning"", ""score"": 0.3630000054836273}]",openalex_s2_doi
543,From Infinite to Finite Traces and Back: Linear Temporal Logic in Sequential Decision Making.,kr,2024,"Luca Geatti, Alessandro Gianola, Nicola Gigante",https://www.semanticscholar.org/paper/143a0d56b555928b25918bc43562c8d48425469f,1,,,143a0d56b555928b25918bc43562c8d48425469f,Computer Science,1.0,Computer Science,1.0,Mathematics,0.85,,,back,1.0,decision,1.0,finite,1.0,"[{""display_name"": ""Computer Science"", ""score"": 1.0, ""source"": ""s2FieldsOfStudy""}, {""display_name"": ""Mathematics"", ""score"": 0.85, ""source"": ""s2FieldsOfStudy""}]","[{""display_name"": ""back"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""decision"", ""score"": 1.0, ""source"": ""s2_text""}, {""display_name"": ""finite"", ""score"": 1.0, ""source"": ""s2_text""}]",semantic_scholar
